
250,3584,'0\%',0.514,0.068,1,Movie,5.412067,5.33355,0,720,1261.75,25,1,35.166667,2,1800.111111,565.999695,8,4,9,6783.94,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,4
251,3584,'0\%',0.502,0.058,1,Movie,5.412067,5.33355,0,720,1312.2,26.6,1,38.2,2,2200.333333,848.999542,8,4,9,6784.63,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,4
237,3072,'0\%',0.379,0.058,1,Movie,5.412067,5.33355,0,720,1340.6,24.933333,0,36.666667,2,3000.777778,748.747217,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
200,3072,'0\%',0.379,0.058,3,Movie,6.422284,5.874106,0,720,1437.6,24.933333,2.2,37.866667,1,1800.111111,565.999695,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,4
270,3584,'0\%',0.322,0.055,1,Movie,5.412067,5.33355,0,720,1590.8,32.133333,0,46.6,1,3067.444444,639.849654,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
283,4096,'0\%',0.346,0.096,1,Movie,5.412067,5.33355,0,720,1657.8,31.866667,0,47.333333,0,1277.888889,644.463678,4,2,7,4988.78,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
266,3584,'0\%',0.319,0.05,1,Movie,5.412067,5.33355,0,480,1678.4,31.6,20.6,52.6,0,600,0,2,1,1,3191.93,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,5
292,4096,'0\%',0.39,0.059,3,Movie,6.422284,5.874106,0,720,1683.4,32,0,47.4,0,2089.444444,692.258961,4,2,7,4988.76,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
285,4096,'0\%',0.465,0.032,1,Movie,5.412067,5.33355,0,720,1742.2,29.866667,0,43.4,1,2011.333333,743.44887,8,4,9,6784.52,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
169,2048,'0\%',0.39,0.059,1,Movie,5.412067,5.33355,0,240,1756.6,32.133333,0,46.533333,0,2501,0,4,2,7,4988.76,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,3
282,4096,'0\%',0.376,0.046,1,Movie,5.412067,5.33355,0,720,1776.2,31.933333,0,47.466667,0,2312,534.572727,4,2,7,4988.76,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
286,4096,'0\%',0.465,0.071,1,Movie,5.412067,5.33355,0,1080,1799.2,32.066667,0,46.533333,1,2100.222222,748.717537,8,4,9,6783.92,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
287,4096,'0\%',0.477,0.05,1,Movie,5.412067,5.33355,0,1080,1799.4,32.133333,0,46.533333,1,2600.555556,894.924095,8,4,9,6784.45,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
300,4096,'0\%',0.344,0.049,1,Movie,5.412067,5.33355,0,720,1819.6,31.866667,0,47.333333,1,2200.333333,848.999542,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
276,4096,'0\%',0.496,0.116,3,Movie,6.422284,5.874106,0,1080,1828.2,29.933333,0,43.6,1,3000.777778,748.747217,8,4,9,6784.63,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
269,3584,'0\%',0.33,0.027,1,Movie,5.412067,5.33355,0,720,1851.8,32.066667,0,46.733333,1,2400.444444,894.924095,8,4,9,6784.45,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
225,3072,'0\%',0.487,0.042,3,Movie,6.422284,5.874106,0,720,1856.2,25.6,5.8,38.933333,9.6,2044.666667,735.424745,8,4,9,6784.52,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,3
267,3584,'0\%',0.392,0.045,1,Movie,5.412067,5.33355,0,720,1879.5,31.833333,0,45.333333,0,2501,0,4,2,7,4988.51,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
284,4096,'0\%',0.455,0.033,1,Movie,5.412067,5.33355,0,720,1987.2,31.933333,0,46.333333,1,2000.222222,748.747217,8,4,9,6784.52,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
301,4608,'0\%',0.495,0.043,1,Movie,5.412067,5.33355,0,1080,1987.2,31.866667,0,47.4,1,2200.333333,848.999542,8,4,9,6783.92,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
275,4096,'0\%',0.465,0.071,3,Movie,6.422284,5.874106,0,1080,2017.4,30,0,43.666667,1,2200.333333,848.999542,8,4,9,6783.92,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
278,4096,'0\%',0.455,0.033,3,Movie,6.422284,5.874106,0,1080,2017.4,32.066667,0,46.466667,1,2200.333333,848.999542,8,4,9,6784.52,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
254,3584,'0\%',0.333,0.034,3,Movie,6.422284,5.874106,0,720,2020.8,36.066667,0,49.4,0,600,0,2,1,1,3191.93,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,5
272,4096,'0\%',0.292,0.047,3,Movie,6.422284,5.874106,0,1080,2038.2,27.066667,0,55.666667,0,600,0,2,1,1,3191.93,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,5
264,3584,'0\%',0.312,0.049,2,Cartoon,9.197309,5.874106,2,1080,2045.8,30,0,43,1,2200.333333,848.999542,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
291,4096,'0\%',0.444,0.049,3,Movie,6.422284,5.874106,0,720,2089.4,32.2,0,46.733333,0,2123,707.173246,4,2,7,4988.76,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
277,4096,'0\%',0.477,0.05,3,Movie,6.422284,5.874106,0,1080,2089.4,32.133333,0,46.733333,1,1600,0,8,4,9,6784.45,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
294,4608,'0\%',0.435,0.049,3,Movie,6.422284,5.874106,0,1080,2089.4,32.2,0,46.733333,0,1956.111111,733.91408,4,2,7,4988.76,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
257,3584,'0\%',0.377,0.056,3,Movie,6.422284,5.874106,0,720,2102.8,32.4,0,47.8,1,1800.111111,565.999695,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
259,3584,'0\%',0.322,0.055,3,Movie,6.422284,5.874106,0,1080,2154.4,32,0,47,1,2800.666667,848.999542,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
279,4096,'0\%',0.334,0.065,3,Movie,6.422284,5.874106,0,1080,2517.4,30.066667,0,43.666667,1,3000.777778,748.747217,8,4,9,6784.7,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
120,2048,'0\%',0.339,0.035,3,Movie,6.422284,5.874106,0,240,263.2,32,0,40.933333,0,481.333333,182.877615,2,1,1,3191.93,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,3
